Company,Cluster,Industry
fCB59#C76c266D5,5,Industrials
4d8dA3D24+5F5eb,6,Industrials
eaBF647-F9aedaB,31,Industrials
5D3#71A1CEe394f,12,Industrials
1d4a57!cc83c3DC,2,Industrials
b0B0d6c344dEe-C,3,Industrials
%88Ea7Ba19f8433,25,Industrials
AB052@821f78475,32,Industrials
^F7718B6d1039A7,6,Industrials
%0E0900d2D91A35,3,Industrials
8d5846ACb9292$D,6,Industrials
C685+44fe24dB1f,10,Industrials
e9FbB9685D-12dD,9,Industrials
D73f_1b8c702177,15,Industrials
9d672762ee&D42E,32,Industrials
d@3990745440c9b,32,Industrials
8dAd%1558927f2B,9,Industrials
04C14260D6b9-b3,32,Industrials
aB20e4f4508B3-3,6,Industrials
F05b0716Be72@E8,2,Industrials
59a6D_84fbf8BCE,32,Industrials
0CFe52a0302e2a=,9,Industrials
5F7=98627922113,32,Industrials
F45dE701aDEd3a-,31,Industrials
bD941_e659B0BBF,6,Industrials
682#Ca8cD2aBbd7,3,Industrials
%30Acc0e3d44C47,28,Industrials
1Cf6cefa04B9=2d,34,Industrials
5Ac3D92f@7bb8d1,24,Industrials
F957de0AC16*c0e,15,Industrials
0+A7B09f9C99686,9,Industrials
f74053c!a9aD460,6,Industrials
4462c48d502D0#a,9,Industrials
4205Bec8+6A81BF,31,Industrials
0-75DA80F7386f8,6,Industrials
5C*5cA05fACd1C2,2,Industrials
9E2d8ad2B7926_3,2,Industrials
134F@925cD12f2f,32,Industrials
9Ab0841d*41b732,31,Industrials
6e^52D158DD10ce,18,Industrials
5#E86863520c57E,15,Industrials
B8D^552D11F57F2,14,Industrials
D%72CA572226fb0,7,Industrials
1a156864E79140^,3,Industrials
7B46e965eFa334#,9,Industrials
3df6C66e8#2F3cf,3,Industrials
8^BD17768D437eC,12,Industrials
b2989419cf74a9^,3,Industrials
55a1aff2d^02Db2,2,Industrials
0F4DB28E04f&30A,18,Industrials
6cb181eB28%BC0A,2,Industrials
16b5a1b07@5b63b,4,Industrials
26ecec6*3488f4F,28,Industrials
+05ab19EE9a60Cb,15,Industrials
AcD3620a4B8_446,28,Industrials
860489!a1799781,6,Industrials
467c5#cF6aedBc7,9,Industrials
EB7e9EBE171*545,2,Industrials
FA89aba_F6eaF49,31,Industrials
2DCD&5bA3B91DEf,9,Industrials
dFe8157+c8c9A08,9,Industrials
088543F88e3@409,12,Industrials
41925022163282#,12,Industrials
3B^Ce1b5A4c158F,15,Industrials
d43cfeA2c84329&,9,Industrials
f0D51081Ae9Fef&,9,Industrials
8#3d1dd38060BfA,25,Industrials
$3a67bDF1FF4e76,18,Industrials
D701fEb330^06B5,2,Industrials
3_FE04AF1e9bb17,12,Industrials
210F1564B!AC7B2,34,Industrials
!6E354C307149C8,25,Industrials
CDe1BcAf93&85E7,32,Industrials
1aC7526&C88C229,32,Industrials
2c75FB701_ad3eE,9,Industrials
138_36cfe2E1A16,2,Industrials
d7061d689ECFb+D,32,Industrials
c92fB288f&2452F,12,Basic Materials
!8f6dA0a0e7e82a,25,Basic Materials
490C91c!4D3E2F4,18,Basic Materials
e056c66feb1D#2D,18,Basic Materials
F4Ce1728Bd3^0e2,32,Basic Materials
eeE30F75B3450-8,2,Basic Materials
28Ff*5B4eE648A4,2,Basic Materials
=F1629e7cbfa26F,12,Basic Materials
c5CcF441ffe68E^,3,Basic Materials
8BB+bB7B62A134b,34,Basic Materials
A04beA-e58F5a0b,3,Basic Materials
6b07bb314^fBeF8,32,Basic Materials
+bC55f751827A7a,12,Basic Materials
CE31+0825169697,12,Basic Materials
a5E52f31=42AE25,7,Basic Materials
A89Ff6c8@e49732,40,Basic Materials
-6A772168168A5E,32,Basic Materials
64dE5Adb1829@8c,32,Basic Materials
5793EB2Da4!9534,32,Basic Materials
cE5b1bB8B6^FfB7,32,Basic Materials
10A0DCa4FB257#d,32,Basic Materials
FC3d4_Ad1dF2bc5,15,Basic Materials
DfeEB_428A37677,18,Basic Materials
1E7e56ecE88b0_4,32,Basic Materials
87De53489aEA0f%,32,Basic Materials
9A33E26^9E5371c,32,Basic Materials
8c2BA87140$C3e4,7,Financial Services
Eab417FED72&E4e,7,Financial Services
79204c0D0eAb50^,7,Financial Services
3F03Ed12e30f99-,28,Financial Services
EA!B82831E646b0,40,Financial Services
9b^1F304b927362,10,Financial Services
17CA+FD3BCefD9f,3,Financial Services
a44280B974331*B,3,Financial Services
D2660c175ee7^11,7,Financial Services
f2717E1Ca37_0ee,18,Financial Services
0C17B5D3F$27B6A,7,Financial Services
98793E276f872#f,7,Financial Services
E15a0F30&589be3,7,Financial Services
D@4838Dcd5F6a8C,7,Financial Services
=4CE3A5450214CC,7,Financial Services
392#bfA080A6415,7,Financial Services
3+8f5587B8fd25E,7,Financial Services
2EB457$982D3F89,7,Financial Services
A341726442bae-2,32,Financial Services
2*A68b2B609Bd57,7,Financial Services
b95ce_eD9a6e413,3,Financial Services
68@84ba6c7371b4,24,Financial Services
d2deC3$7Ac7Bd9f,6,Financial Services
de73631492E@D90,7,Financial Services
6+d5771933155D2,3,Financial Services
Da7A3CE*3D89fE5,7,Financial Services
f52EC942_06Aa8b,7,Financial Services
535F6bc8147fC^A,7,Financial Services
0A061%C5de2Cf79,2,Financial Services
b29c25!4DDbbB26,7,Financial Services
a7625a524*7F4B8,7,Financial Services
54E0+7A43093dc0,7,Financial Services
94466e39=49BA13,7,Financial Services
5477AA6b0a69B5&,5,Financial Services
8e6B9+cFf9221FC,7,Financial Services
eA18EFC*D3d8178,7,Financial Services
9834E&D77925761,2,Financial Services
F%8DEB84297d26e,7,Financial Services
f50-857D8B12A14,7,Financial Services
34C1D4D*C16c0EE,2,Financial Services
2=7314714fBb2C0,7,Financial Services
88B9$476f1Eb225,7,Financial Services
d7771a8Ce4a15-0,7,Financial Services
f681fac_D5350C9,31,Financial Services
3E683562#cCF605,7,Financial Services
8B902F914678@29,7,Financial Services
!88cDdAf08Cd112,7,Financial Services
61729d!E54804f3,3,Financial Services
e213505AD!91385,7,Financial Services
295838a0928!4F0,7,Financial Services
c45#823e9CfBc01,3,Financial Services
FdB4Ac!9ecf8C3F,9,Financial Services
fAA25D8a%342658,7,Financial Services
782B1c3778-75EA,3,Financial Services
F9E=88C1382DbBC,7,Financial Services
4fcFDDC68_7ade0,7,Financial Services
030#3b8AFC9e9b5,3,Financial Services
790Ac1a8&E5657d,7,Financial Services
8ED$ACa45836099,5,Financial Services
A72FEA^e3cD8aFD,7,Financial Services
2e7fBE=fD177098,15,Financial Services
12a073ADF43C$49,34,Financial Services
17D=a869e77205F,34,Financial Services
1577a18A^EAD9E3,2,Financial Services
1D7264E241593+3,7,Financial Services
3B!F642c623Bb28,7,Financial Services
7Eb8A97f_bb01Ee,7,Financial Services
3d@A893A2e10745,7,Financial Services
d6DD39%f0457C37,10,Financial Services
7CBEa30^add2eeA,7,Financial Services
CD648Fa3f1Efd*5,3,Financial Services
4$B2683F545f38F,7,Financial Services
1A89Af828Bf0C7_,7,Financial Services
355e9675F7Bc1C@,7,Financial Services
994555675BB6E*6,10,Financial Services
8Dc-9460839FB26,7,Financial Services
33c3250^99f0046,40,Financial Services
4D9b5aF875@74E9,7,Financial Services
AE0688C9d63#545,25,Financial Services
f37Be8EAcB6377$,7,Financial Services
*7daCf3861A6d5B,40,Financial Services
0be4a8C80!Ae18B,7,Financial Services
81197B0BA7b09-E,7,Financial Services
F494e03aB^fCb63,7,Financial Services
c6Db4_664080836,7,Financial Services
Aed45D*8a8074BC,7,Financial Services
A0B875DAF07@c31,7,Financial Services
1A3ce3e6_b7a563,10,Financial Services
dB&971709F9422F,7,Financial Services
fFA4&ccBfBBAAEb,7,Financial Services
+a8fc6eC4c288Cf,7,Financial Services
18bAAD9B*6fc7C6,7,Financial Services
68B77B46320^4fC,5,Financial Services
48576A-28b8F862,7,Financial Services
0=8472628eF32A4,10,Financial Services
BB$833f51a19Dc0,2,Financial Services
341aa6C_968D8cE,6,Financial Services
aAdC7!0fA1CcaAa,5,Financial Services
421=13419E7F1D8,14,Financial Services
0a06=1947988389,10,Financial Services
A1034aEc*465bD1,7,Financial Services
*5Ea071a94421e5,24,Financial Services
65ff7da*A896869,7,Financial Services
B23d=C2858A01F5,7,Financial Services
48A67_5915077a1,7,Financial Services
5$E6FFc518a456A,7,Financial Services
2b51E&54F8AeBD6,3,Financial Services
+b15ebF995A50b4,7,Financial Services
13A1a541a12c-DF,10,Financial Services
7BA76Fcd2E762#a,7,Financial Services
DBa6F86&04DC761,7,Financial Services
0#Aefb78Be0Bba9,2,Financial Services
853FB65a4#9519e,12,Financial Services
1c2C4D4&94eA67f,2,Financial Services
8549bFa$908cD13,4,Financial Services
71eBC3dA1*0AeAB,7,Financial Services
c025d23209A7f*F,32,Financial Services
F315E4_90F9ba10,7,Financial Services
8738B72b3&f6a29,8,Financial Services
3D4Fc876B_C3809,7,Financial Services
Ca#f0ca939d5Ee5,3,Financial Services
D0F021ab121D@Ee,7,Financial Services
2ee-07155Fb48D5,9,Financial Services
5894C13a_81Ff40,6,Financial Services
eF074E2B-876a93,7,Financial Services
053a5_fc9F1dF9F,7,Financial Services
9241D15fdf124*B,18,Consumer Defensive
EdC869F6c$5e0e7,7,Consumer Defensive
00$9f98895E906e,9,Consumer Defensive
55Cc130c2458@a7,8,Consumer Defensive
E#AEF3348d4aaA0,15,Consumer Defensive
9d!9C498838b2EF,18,Consumer Defensive
45012a291c16c=6,31,Consumer Defensive
53769e&f11e65B1,18,Consumer Defensive
C8fD5dD2C8_AEdc,5,Consumer Defensive
71eBC3dA1*0AeAB,7,Consumer Defensive
8A3#d63B590b074,6,Consumer Defensive
B6d2833E@367Cd2,3,Consumer Defensive
2704C4$4C1dF0Db,14,Consumer Defensive
cB#E82236935761,24,Consumer Defensive
792^Cf8079d24e3,15,Consumer Defensive
$BfE33343BC3dE7,24,Consumer Defensive
4BEb15E758fF#93,8,Consumer Defensive
5189EB6e3&47a17,9,Consumer Defensive
8$BBbCF66Dd7F44,31,Consumer Defensive
-F154c805f4CAb8,34,Consumer Defensive
=aeaD0085b891Ff,2,Consumer Defensive
Fd13B0C96EDa-e3,8,Consumer Defensive
#719611c4467271,24,Consumer Defensive
8590c4$5C8479cd,24,Consumer Defensive
B4*Be5c0f941F66,15,Consumer Defensive
e958EB80*441CeA,12,Consumer Defensive
ef9bd2a9A55$01D,32,Utilities
5D8188d9e90d6*1,3,Utilities
03AaD0455374BB*,31,Utilities
c#69495d6e7Fe8b,32,Utilities
6d8bc9D80DBA0B&,32,Utilities
^084c8522592Fb6,28,Utilities
c691f#6F3bb7315,3,Utilities
56!116341E02333,32,Utilities
E6^5AEc20835F4A,9,Utilities
57ff84749@6484f,3,Utilities
0FcB9d88_B1171C,24,Utilities
020f88899d4%DC7,24,Utilities
=53E95dD5a3032C,40,Utilities
C14C+3eB44189d4,2,Utilities
07eAa7e34497Df&,25,Utilities
f2FFEBb9^FcA02B,18,Energy
be0Cf58b_fDcD21,7,Energy
111F77b!24a4914,32,Energy
C_F9a413D240f5C,32,Energy
5BE4bcB3c8@9a94,28,Energy
3=824b33ff8796e,32,Energy
97fbfAf16c7840*,32,Energy
65ac+44567fdfe8,32,Energy
46$65A8b57DD4d9,32,Energy
Ed779D648_07D5c,7,Energy
1$2028aDa41beD7,32,Energy
&34FC18C07767D0,32,Energy
B81Fc%A4ae01cEd,32,Energy
3a190e6d0B9Ce-e,32,Energy
08_6B2f3F0C83a1,9,Energy
793F!1c0af54104,32,Energy
3979f15_8Bd6bCb,32,Energy
f537f942#760B94,15,Energy
e7359077123$fBE,32,Energy
%15864966FfC7ea,3,Energy
680FE6610A2F5_1,32,Energy
6!3ca750D763C07,32,Energy
2d78A0d8-1108af,32,Energy
d6#C481fba48F69,24,Energy
EA447C7bCc9^ec7,32,Energy
6E1A*9306945471,2,Energy
9bf00128038&234,14,Energy
%fbAabE38bc2C36,34,Energy
d_14Ad1046178c0,7,Energy
0902d3e91Ac5=CA,2,Technology
#8Cd821F93C2459,8,Technology
e0Ace46&85875D8,5,Technology
8781b75eD&0afe9,2,Technology
17e7Fe22+370230,28,Technology
30047CBA4+FE99a,28,Technology
4#15EdbA771E2c6,4,Technology
$4B6eaE170b1969,2,Technology
5-85eC817Bac0Be,5,Technology
A46752D2_A1ca3B,5,Technology
6$7d7B0F077db64,15,Technology
e1EC3899125!fd9,18,Technology
52CC35e5Ae93-F6,14,Technology
9=865b40bE310E2,2,Technology
C3F5Dfbc+A86ECF,2,Technology
7F04$74383Bef34,2,Technology
9*686934FF96b9B,7,Technology
0f0A6C99E77&D42,8,Technology
35D87B8D992^50f,2,Technology
7A62f20^e5deeeD,5,Technology
1272B644^6dae53,2,Technology
a78bB7b=a3b1227,6,Technology
1Cd178cfcD8$b59,2,Technology
A0=030D3C768cb6,28,Technology
d860C+0e29EF2D2,2,Technology
c9E$6D079FcAffD,5,Technology
A8EF939a7E19-51,2,Technology
82A3a_cf6147B10,9,Technology
f476c13209!b18f,8,Technology
106E9fFb5Da6-A6,9,Technology
1A5f3FE15%3Eff8,24,Technology
6102C0412a8B8&9,2,Technology
3-6f648c70D6a42,2,Technology
93A30f812a951+5,40,Technology
0C6af4D642ce@10,6,Technology
B51f03C8a104&47,2,Technology
1992b2951!85488,10,Technology
10ee4bCaab&70B4,2,Technology
7680f4&53bb0482,2,Technology
76896_57EcDb157,2,Technology
638e844AC4aC*4f,5,Technology
87b166B58+A65de,2,Technology
7Db30F6%F91BfDd,2,Technology
A71E959Ba8eee%3,2,Technology
39c074e1Fa1_215,5,Technology
CB74@23CE9e2fe7,2,Technology
67=89e94300474C,2,Technology
32F0^dd0e5D7199,2,Technology
EB65#ba439466c2,2,Technology
986E85F55_afca9,32,Technology
dBB!8a9a0c93a7A,2,Technology
efc7&feC5c1f4B1,28,Technology
F8cc96e41118+A1,40,Technology
297ECEE*641A5C4,2,Technology
BE70*7c840D9D9F,2,Technology
6cf5d4$58d8c29E,2,Technology
F18d6de57D3B7-b,24,Technology
197456AC5$EfcFe,2,Technology
1_8799117e5B4e6,2,Technology
e74E_945fA24f92,2,Technology
E9=540B35989671,2,Technology
9_C6cABEa70c07E,2,Technology
9+58326513064b6,2,Technology
9A&D9ab5128De1c,3,Technology
b517272BaDD$F94,2,Technology
62_58681420C35b,5,Technology
45b5A65079C_F39,2,Technology
7dcBB6b=5B193e5,3,Technology
+a1431c9C8cB0F9,2,Technology
EFfEbc6B4!e2f9f,2,Technology
6e24808ADA4!aE3,2,Technology
53$E8B68982B642,2,Technology
dC2=4175605A437,3,Technology
3D99ac3B_C3aE93,4,Technology
4390A!e5b23017A,2,Technology
F4e668-9412A7C5,2,Technology
a4BA0+cf00D8937,2,Technology
2D2A13d608fC5-3,8,Technology
06E79B3ABA63%AE,14,Technology
D$211ac0715fC84,32,Technology
0@3d28422E16103,7,Technology
59*0aac1e41f4E6,8,Technology
21b6573!e6e6A50,2,Technology
65a25A4C9@5BC4a,14,Technology
30f9ADF9eA2@6FB,2,Technology
f2Ad895BDD6!b0C,2,Technology
420b58bB$023964,2,Technology
7010087d1fb6@D9,2,Technology
9fBcC8F0e2bea5^,2,Technology
357D2dE03d39A3@,7,Technology
6A9f=7629D66c60,2,Technology
12A22A*1a6FD056,34,Technology
FCE3857fE398A@3,5,Technology
fa71BF3A6B1$DD5,2,Technology
-08caedFC4113cC,6,Technology
7d95bca66D%013E,2,Technology
0bB8a299C29$2A4,2,Technology
15A4E4ea1f3E=61,2,Technology
5#Aa49AaF02243f,34,Technology
cB32a#f0E53dFf8,5,Technology
5B3%29CA64A61eE,5,Technology
Aed38_6aAFD77EC,8,Technology
10D0Db8C664F*E0,2,Technology
71#E33B2fe8923d,6,Technology
12E9*3cA17b6c76,8,Technology
1D%d19D82eDC6f5,2,Technology
f13D12$07751A2c,5,Technology
%3e04eFfa00AE51,5,Technology
6aF^Df03506054B,2,Technology
a388c3b&89F9D14,7,Technology
D9cb486b4B7%3a5,2,Technology
0-770D61A9689Ac,7,Technology
6F$2C537C78a442,28,Technology
B74D53@46cFBeb4,6,Technology
6d2!Add894A997e,5,Technology
Ca#275844Fc2a75,14,Technology
8CF89&4c4375F45,2,Technology
D0%06AB49A64C74,12,Technology
7$294A5B15d6168,8,Technology
79+Ab424D0E95e8,5,Technology
2FBAE15560367%7,2,Technology
b2fa7a6F$887A8f,8,Technology
00c166c0-193bc2,7,Technology
0c4764b10241*14,15,Technology
485-E97286e2B20,28,Technology
AB8ed2B224+6762,2,Technology
8c9e38953AbE8-4,2,Technology
6797e78EFfCd*55,2,Technology
8216e3$C288c3eb,24,Technology
fA891f2ae8FCA7%,2,Technology
50@FB7cE730bd76,2,Technology
d7d65A3Ab2E96C-,12,Technology
07&6F613C5CCc11,5,Technology
a#63558696F5B67,2,Technology
1dC21FD*997a3C5,7,Technology
991#E55b70a913e,5,Technology
E65^469Cec55A04,24,Technology
f7-259f97605b6f,2,Technology
bC577d8Aab37d-8,8,Technology
41#87689eC14A03,14,Technology
24@BDaf553A425A,2,Technology
46276ad218580^E,2,Technology
07b2C44F72Db20^,2,Technology
05C1d2a8FAe25-9,2,Technology
8133F27C8d8267_,15,Technology
7Fd3f7408B@ADA6,28,Technology
31419D7$4A7a192,5,Technology
3c20A926+42F167,5,Technology
C-513Ea909450e1,6,Technology
51da&8B9caF574A,5,Technology
91b8293B367^8f0,2,Technology
3A3754F16e34A4-,7,Technology
A276161023080e&,2,Technology
E74a203D%5782dF,40,Technology
125D6244@fFB819,2,Technology
A@1a865c9d95861,2,Technology
c9A66fED292%7F6,2,Technology
8=4674ed78432EE,2,Technology
F$72Ffd12e73938,2,Technology
76b24B899_9fa51,15,Technology
9442+7629750A81,6,Technology
E@12458B4e8844F,14,Technology
D23E4d25F&1aad9,10,Technology
84a21C38-BCFa85,5,Technology
78028#e451e2514,10,Technology
-3338CeB6536E63,5,Technology
4a2AE_09DB76634,14,Technology
822f9d%8f1d0983,5,Technology
97=9548263Cd1B8,2,Technology
89f01adB2%e2A96,2,Technology
ABb3=B9423Ce8B3,12,Technology
b4905#a5C57e2b3,2,Technology
dF67546f48f356=,15,Technology
3B76972c6b9A=07,4,Technology
D7FD5352b093-B6,2,Technology
5bF1a986#4793B6,9,Technology
a41798430&6527b,24,Technology
0Fb80C1F10d&07A,14,Technology
c6F5@4482f7A80D,2,Technology
7e5A276Fb8db4$2,5,Technology
eD513285799B#e7,14,Technology
1f=1D32c7788206,12,Technology
2aA142=bCc7EA7b,6,Technology
#ee8578d0988DC5,14,Technology
%62CD036A838caA,5,Technology
9cf_08edc392B9d,2,Technology
3D52E30e5bEBF7%,2,Technology
F9A18E46C_51427,32,Technology
6DD6562d4BAE6@7,9,Technology
d5-e836dE77bcC8,2,Technology
20005647Cb47@0c,3,Technology
58d56E3546!111d,8,Technology
faC48dBbB7D9#68,2,Technology
688*74A25f66760,12,Technology
C4%726A99DeCD55,5,Technology
69450706=3123Cc,2,Technology
Fb582702D#Ef353,2,Technology
Aee41E8^DBE315b,5,Technology
cB&26160a3AA6f7,2,Technology
4756c@b02a3f8F5,28,Technology
bdb916511+AFe79,8,Technology
022A+3E102cfE12,5,Technology
e_B90d4D71B7aDE,2,Technology
D22abfFD_621e21,31,Technology
874@04ae8877Cd9,10,Technology
D6b0B7_1c1678b3,2,Technology
a14e026306A94A*,12,Technology
0Af6d8b3Ca0=497,3,Technology
a2d27E2E-84fe63,5,Technology
830068b5594b@9e,2,Technology
a63$5b6D110eC9C,24,Technology
c9_98061d10d299,28,Technology
5Ec52CAc9b9248-,34,Technology
61^E76051Afc7dD,2,Technology
93d-BEa7880a712,2,Technology
A5423e8Da%685f0,24,Technology
%11A092Eb1CFA05,2,Technology
a73=113d954234d,2,Technology
09e264FebA4#C65,5,Technology
46a0=819dDb1eC0,5,Technology
1C20A31d%bCf3Ec,10,Technology
908E1776116!dd3,24,Technology
f7E927Ab*3c81E2,5,Technology
2F2f76&815A5593,7,Technology
6+056d13c6F54cF,40,Technology
2+221C6e41D4916,8,Technology
AA1b0@b08DD7484,14,Technology
f66E8Ce5f2d%B2C,2,Technology
d8@592742E68AC2,8,Technology
535289Dd-48Ef7D,15,Technology
+49ed985820bfAf,4,Technology
6685216885415b=,32,Technology
d#1EAfb91878943,18,Technology
61a0D686^652a3A,4,Technology
b29D!56D9e53aE7,4,Technology
328c77aCDba&CA5,7,Technology
44cED50E0Af52_d,28,Technology
b2eE6B61F34337_,2,Technology
11DA585@f86Bb22,5,Technology
493a7ba3+67483D,10,Technology
8C73e376867e%27,2,Technology
F4f92_f4848384c,5,Technology
*C73b67b7F5F7fD,5,Technology
29A7c68DdaD-Acb,2,Technology
b86165cF468&31A,32,Technology
810bEd2^4FDa816,8,Technology
1+4bFB06F4cCA58,2,Technology
60A784%9a06fb74,9,Technology
162da4&1Ef9a1f0,2,Technology
97^7Df12dC3f1e1,2,Technology
78-3916804d8a6c,8,Technology
6b^ee1e2bA60bd5,2,Technology
8F755E1A49&e8Ec,2,Technology
B57389534Da59_6,2,Technology
524786B_eD97D32,6,Technology
5+2046a7D612c0E,14,Technology
d49AF516@Ea7Ee8,2,Technology
Ef0ef17*0C3C023,2,Technology
a^1F4f75DE13784,2,Technology
FD233b!9845c118,2,Technology
6$FE36f9f2Dc639,2,Technology
99&77B8D9d5a94a,4,Comsumer Cyclical
9*A6762E20213a0,6,Comsumer Cyclical
cB5470B2a30B#d8,7,Comsumer Cyclical
636a79d826+0088,18,Comsumer Cyclical
e4c40!b58960f51,14,Comsumer Cyclical
A3FC397508D!B16,18,Comsumer Cyclical
D61F5832f02_5e8,2,Comsumer Cyclical
E7Ca8@3a9DDbA5B,34,Comsumer Cyclical
Db0F5547674A0^4,18,Comsumer Cyclical
F2293Ffc6819&2c,40,Comsumer Cyclical
CccFC4a20E9#2DD,6,Comsumer Cyclical
E&84d8017BCD05f,12,Comsumer Cyclical
7f0787%9b1cE90f,18,Comsumer Cyclical
108eD0C9E21*13D,14,Comsumer Cyclical
72880Feefb49^72,7,Comsumer Cyclical
ddC35e%c95cA8D0,8,Comsumer Cyclical
30D16a&2FE80a17,24,Comsumer Cyclical
5+7b1BD5Ded8F5E,18,Comsumer Cyclical
6eD26CCd53-4B30,18,Comsumer Cyclical
2fbcF180b=3b5DC,7,Comsumer Cyclical
6b8&5248A2c9179,18,Comsumer Cyclical
c5f%d710018c1cE,4,Comsumer Cyclical
88D5406a3=7A12d,18,Comsumer Cyclical
136005bab82b&5d,5,Comsumer Cyclical
561540305dd53+F,18,Comsumer Cyclical
16540F4_6856F49,6,Comsumer Cyclical
+47d7a92A08654d,7,Comsumer Cyclical
1DD0Ae69bF*eFe2,14,Comsumer Cyclical
0F4db923074A00#,18,Comsumer Cyclical
1F48c9B630^640a,5,Comsumer Cyclical
01CBd825!5fEBd3,3,Comsumer Cyclical
5f01b4EA9C7@B47,2,Comsumer Cyclical
465552&424A319c,31,Comsumer Cyclical
0b48B20BbfF5a%C,3,Comsumer Cyclical
bD103ad25F56Ae#,24,Comsumer Cyclical
d9C87778%f6a3B0,18,Comsumer Cyclical
fb&720B5Ef24C88,18,Comsumer Cyclical
^780a45ee71a31F,7,Comsumer Cyclical
24255bd4A256&fE,18,Comsumer Cyclical
bB4aAe581B662E+,31,Comsumer Cyclical
22DD3B9ee99$c73,6,Comsumer Cyclical
8a6B8D820313#f3,32,Comsumer Cyclical
14d0af1^9f8C8cC,14,Comsumer Cyclical
5d86FE8B2b36-97,7,Comsumer Cyclical
A#4b5A55b462eAB,18,Comsumer Cyclical
402cc7C7aDA=c22,32,Comsumer Cyclical
2E46f42Dc8B649&,2,Comsumer Cyclical
26CAd1&a12EC066,18,Comsumer Cyclical
0e5#8279db2c1F0,25,Comsumer Cyclical
b3ca9B7A-3D12dc,34,Comsumer Cyclical
cfe7BC30a1C$A8F,9,Comsumer Cyclical
A50c16%03c2a8Cb,5,Comsumer Cyclical
751D94F717c3F*9,15,Comsumer Cyclical
385C595f84CDA9-,18,Comsumer Cyclical
2fCa246C*55010f,12,Comsumer Cyclical
9b6b1A_eE5c0bca,32,Comsumer Cyclical
b82233e-F2a8c1B,18,Comsumer Cyclical
2AF-854E28a66F9,18,Comsumer Cyclical
98982ba1367955-,34,Comsumer Cyclical
D+5c330dD16e6eF,18,Comsumer Cyclical
F9cBdC28BbA7$66,7,Comsumer Cyclical
6D*Eaf662E1e6E2,7,Comsumer Cyclical
d684a24fda0377^,18,Comsumer Cyclical
71841f18367_EEE,18,Comsumer Cyclical
cE5E7CB6@FC1fAF,2,Comsumer Cyclical
cf5403fe-3aE6f0,8,Comsumer Cyclical
8c@3feA86a5B2C9,34,Comsumer Cyclical
4333=70AeC0B441,18,Comsumer Cyclical
4#A06132c69ae82,18,Comsumer Cyclical
+Ce41c34652794d,14,Comsumer Cyclical
6-900C56F0B9B58,12,Comsumer Cyclical
9bE00b6537#E274,8,Comsumer Cyclical
7d7d03763Fd5=7D,18,Comsumer Cyclical
fd&834f21F65A10,7,Comsumer Cyclical
C0E937411be5bf=,24,Comsumer Cyclical
82928@41033bC6F,5,Comsumer Cyclical
876cB7bcAB621@f,12,Comsumer Cyclical
&cA6c862ba6bC0e,18,Comsumer Cyclical
779F925Ee79a&75,3,Comsumer Cyclical
7191Db76Ea_2331,8,Comsumer Cyclical
5b124846E!4D6ba,25,Comsumer Cyclical
1$63f974377eC25,18,Comsumer Cyclical
F$726cc182EdECC,25,Comsumer Cyclical
36Fc6078&bA27c1,18,Comsumer Cyclical
+5895bD64A3F6b0,18,Comsumer Cyclical
4533%F84b1Bd342,31,Comsumer Cyclical
0350$b48534294A,5,Comsumer Cyclical
fd2A+9E6DF0b1bf,32,Comsumer Cyclical
5597F5$FB6fB478,7,Comsumer Cyclical
408%a63814Ccc1A,18,Comsumer Cyclical
ABE74E25177+ae7,2,Comsumer Cyclical
83F65#fb3c11357,3,Comsumer Cyclical
4c71fAbF1726%AD,25,Comsumer Cyclical
ca3bBE2E67*9346,18,Comsumer Cyclical
23D0+B2b6E99181,18,Comsumer Cyclical
3aa42C830_db042,2,Comsumer Cyclical
B74d544d56D&C38,7,Comsumer Cyclical
38A6c652867-85b,7,Comsumer Cyclical
6fC816&2B63B805,18,Comsumer Cyclical
8E40243D2*48f3d,18,Comsumer Cyclical
7ea4E5096f0FF&8,4,Real Estate
94f75858a7*6b30,3,Real Estate
ADA87ed15F583@1,18,Real Estate
750*CdeC47890f5,3,Real Estate
bF291F51E_4e8Ee,4,Real Estate
8E7f2A0f69d^2b3,24,Real Estate
3c07C4c6%6cDe14,32,Real Estate
a0a8240F_AC0757,7,Real Estate
8Ac8925!5BCA536,7,Real Estate
aD56559e05*7bc9,9,Real Estate
f8348E3b=33cb22,32,Real Estate
Fe4A1=26Bc8BC33,25,Real Estate
421*7bb3307308f,3,Real Estate
3756a9DB57@E927,2,Real Estate
B&34f8DFf68bcCA,14,Real Estate
75210b5762F-4a9,10,Real Estate
E321740f40+978B,6,Real Estate
c6@028B2fA6252b,31,Real Estate
6bE345A81fd9a%6,3,Real Estate
bDFe3fF9BB^2dB4,7,Real Estate
8B16^2E59faD869,7,Real Estate
472594-0036Fc69,32,Real Estate
Fa1074Df9Ab7@10,10,Real Estate
69b*Aee30De9082,34,Real Estate
B4_0BD13F54CB55,3,Real Estate
451@34228169356,3,Real Estate
Cdfff_6208E7D46,40,Real Estate
B@17D4f4ea88a09,7,Real Estate
5c&c92A19D191FA,24,Real Estate
E9458991E3CBC^C,14,Real Estate
B-53c8c6cCA055A,32,Real Estate
F08684e5+3D5A51,2,Healthcare
B2162C5Ed_fAbE8,15,Healthcare
2F39c4B_0191E2C,15,Healthcare
0C5f8@0b1CE91a8,15,Healthcare
5D68354d%835c30,15,Healthcare
